iter	Logloss
112	0.4052386576
113	0.4050131496
114	0.4047632464
115	0.4045183247
116	0.4042991606
117	0.4040721877
118	0.4038010115
119	0.4035094906
120	0.4032792287
121	0.4029966921
122	0.4027759093
123	0.4024944324
124	0.4022466162
125	0.4020351483
126	0.4018390664
127	0.4016699827
128	0.4014391054
129	0.4012555673
130	0.4010564416
131	0.4008898166
132	0.4007464817
133	0.4005691184
134	0.4004286222
135	0.4002319616
136	0.4000828971
137	0.3998711262
138	0.3996927811
139	0.3994713374
140	0.3992907115
141	0.3991575185
142	0.3989161727
143	0.3987884219
144	0.3986092444
145	0.3984216561
146	0.3982315434
147	0.3979438781
148	0.3977372676
149	0.3975556965
150	0.3974371118
151	0.3972505006
152	0.397056012
153	0.3969269287
154	0.396742064
155	0.3966172724
156	0.3964569694
157	0.3963471284
158	0.3962228114
159	0.3960814793
160	0.396013735
161	0.3958519499
162	0.3957269876
163	0.3956786511
164	0.3955515086
165	0.395435763
166	0.3953066478
167	0.395211816
168	0.3950853991
169	0.3949675833
170	0.3948440879
171	0.3947411295
172	0.3945822263
173	0.3944559415
174	0.3943548286
175	0.394256541
176	0.3941054064
177	0.3939393168
178	0.3938197991
179	0.3937269703
180	0.3936355158
181	0.3934856921
182	0.3933735523
183	0.3932188305
184	0.3931275458
185	0.3929647185
186	0.3928451467
187	0.3927917877
188	0.392689761
189	0.3925969843
190	0.3925271674
191	0.3923685654
192	0.3923034411
193	0.3922314122
194	0.3921139568
195	0.3919910308
196	0.3919165297
197	0.3918069756
198	0.3917145579
199	0.3916052981
200	0.3914660891
201	0.3913106405
202	0.3912032702
203	0.3910899646
204	0.3910042096
205	0.3909221336
206	0.3908021781
207	0.390774718
208	0.3906910678
209	0.3905890982
210	0.3905085726
211	0.3903935163
212	0.3902439272
213	0.3901486124
214	0.3900252133
215	0.3899167923
216	0.3898307145
217	0.3897201201
218	0.3896526611
219	0.3895389041
220	0.3894734793
221	0.3894075542
222	0.389332163
223	0.3892655876
224	0.3891288641
225	0.3890310333
226	0.388973184
227	0.3887888802
228	0.3887161612
229	0.3885809112
230	0.3885006005
231	0.3884183538
232	0.3883552622
233	0.3882543158
234	0.3881723288
235	0.3880744582
236	0.388062102
237	0.3879376175
238	0.3878422374
239	0.3877783684
240	0.3876493391
241	0.3875260098
242	0.3874704876
243	0.3873859984
244	0.3873202947
245	0.3872462019
246	0.3872121957
247	0.3871166984
248	0.3870564713
249	0.3869760031
250	0.3868093619
251	0.3867480755
252	0.3867325828
253	0.3866789574
254	0.3865705087
255	0.386399689
256	0.3863285345
257	0.3861331
258	0.3860543349
259	0.3859213251
260	0.385825004
261	0.385752156
262	0.3856970238
263	0.3856670375
264	0.3855956682
265	0.3855019844
266	0.3854212679
267	0.385371406
268	0.3852926671
269	0.385207927
270	0.3851519562
271	0.3850680996
272	0.384993245
273	0.3848812923
274	0.3848067331
275	0.384751345
276	0.3846747775
277	0.3845645652
278	0.3845170813
279	0.3844273147
280	0.3843668474
281	0.384303247
282	0.3842519543
283	0.3841582973
284	0.3840916153
285	0.3840301804
286	0.3839467922
287	0.3838800289
288	0.3837780046
289	0.3836380912
290	0.3835060216
291	0.3834998317
292	0.3834060213
293	0.383315648
294	0.383244633
295	0.3832024832
296	0.3830983657
297	0.3830045483
298	0.3829410268
299	0.3828452338
300	0.3827589061
301	0.3827403585
302	0.3826855837
303	0.3826143589
304	0.3825627034
305	0.38245274
306	0.3823964846
307	0.3823581849
308	0.3822171155
309	0.3821246723
310	0.3820331662
311	0.3819439537
312	0.3818981119
313	0.3818520877
314	0.3817310611
315	0.3816552913
316	0.3815388041
317	0.3814484551
318	0.3813450289
319	0.3812573911
320	0.381178394
321	0.3810946027
322	0.3810663792
323	0.3809941496
324	0.3809858428
325	0.3808483302
326	0.3807466546
327	0.3807014666
328	0.3805591408
329	0.3804151951
330	0.3803309088
331	0.38024876
332	0.3801756886
333	0.3800954412
334	0.3800261407
335	0.3799761911
336	0.3799085685
337	0.379903723
338	0.3798752478
339	0.379818455
340	0.3796989138
341	0.3796400953
342	0.3795319734
343	0.3794618406
344	0.3793725676
345	0.37922502
346	0.3790731662
347	0.3790729997
348	0.3789907559
349	0.3788670793
350	0.3787660539
351	0.3786781807
352	0.3786267682
353	0.3785164946
354	0.3784056237
355	0.3782555802
356	0.3781222287
357	0.3781006335
358	0.378000655
359	0.3779564293
360	0.3778251945
361	0.3777726365
362	0.3777166237
363	0.3776499832
364	0.3775229383
365	0.3774857408
366	0.3773869213
367	0.3772498244
368	0.3771107583
369	0.3769665238
370	0.376913632
371	0.3768426785
372	0.3766953263
373	0.3765634774
374	0.3764846436
375	0.3764530048
376	0.3763836097
377	0.3763234651
378	0.3762944691
379	0.3762404754
380	0.3761599856
381	0.3760531653
382	0.3759733487
383	0.3758791117
384	0.3758015261
385	0.37573671
386	0.3756545011
387	0.3755816986
388	0.375467282
389	0.3753838522
390	0.3752237984
391	0.3751388845
392	0.3750746686
393	0.3750268513
394	0.374939198
395	0.3748978082
396	0.374845101
397	0.3747005047
398	0.3746273782
399	0.3744801345
400	0.3743860732
401	0.374321836
402	0.3742148801
403	0.3741524004
404	0.3740716529
405	0.3739327747
406	0.3738810506
407	0.3738309809
408	0.3737790364
409	0.373663148
410	0.3735492146
411	0.3734764987
412	0.373399907
413	0.3733170777
414	0.3732365211
415	0.3731203661
416	0.3730263783
417	0.3729097981
418	0.3728008215
419	0.3726590319
420	0.3726087989
421	0.3725099811
422	0.3723470367
423	0.3722877846
424	0.3721952881
425	0.3720490949
426	0.3719874768
427	0.371900739
428	0.3718164077
429	0.371745573
430	0.3716402816
431	0.371547785
432	0.3715064969
433	0.371457692
434	0.3713825004
435	0.3713007249
436	0.3712157957
437	0.3710558432
438	0.3709455755
439	0.3708301374
440	0.3707581366
441	0.3705583433
442	0.370457624
443	0.3703576531
444	0.3703078049
445	0.3702485426
446	0.3700501815
447	0.3698648188
448	0.3697714258
449	0.3696967533
450	0.3696404986
451	0.3695142444
452	0.3693657544
453	0.3693150396
454	0.3692083246
455	0.369117236
456	0.3690517044
457	0.3689565666
458	0.3687882746
459	0.3687593015
460	0.3686066946
461	0.3685280382
462	0.3684400582
463	0.3683088815
464	0.3681915933
465	0.3680607999
466	0.3679906482
467	0.3678576572
468	0.3677899591
469	0.3676987843
470	0.3676010899
471	0.3675107425
472	0.3674260003
473	0.3673811576
474	0.3672618645
475	0.3671509056
476	0.3670014644
477	0.3668131406
478	0.3667012251
479	0.3666387559
480	0.3664916479
481	0.3664135143
482	0.366357832
483	0.3661924254
484	0.3661358642
485	0.3660173444
486	0.3658849557
487	0.3658069317
488	0.3656618648
489	0.3654791669
490	0.3653058612
491	0.3652172452
492	0.3651099828
493	0.3649757284
494	0.364900925
495	0.3647437771
496	0.364551524
497	0.3644610649
498	0.3644265618
499	0.3643561241
500	0.3642382083
501	0.3641416392
502	0.3640414048
503	0.3639384003
504	0.3638405923
505	0.363753629
506	0.3636447887
507	0.3635684655
508	0.3634288287
509	0.3633580665
510	0.3632556397
511	0.3631400347
512	0.363077089
513	0.3629280537
514	0.3628876661
515	0.3627907968
516	0.3626410206
517	0.3626008563
518	0.3624739714
519	0.3623571507
520	0.3622628282
521	0.3621982046
522	0.3620328787
523	0.3618479387
524	0.3617748152
525	0.3616939285
526	0.3615480072
527	0.3614602785
528	0.3612827942
529	0.3611778072
530	0.361101821
531	0.3610147851
532	0.3609456203
533	0.3608823995
534	0.360787485
535	0.3606936936
536	0.3605501935
537	0.3604864775
538	0.3604373258
539	0.360343653
540	0.3602690164
541	0.3601954604
542	0.3600007344
543	0.3598488154
544	0.3596787969
545	0.3595808495
546	0.3594795233
547	0.359388075
548	0.3592797593
549	0.3592396402
550	0.3591616286
551	0.3590879792
552	0.3589009552
553	0.3588271712
554	0.3587590381
555	0.3587025635
556	0.3586141353
557	0.3584997956
558	0.3583718637
559	0.3583252965
560	0.35827967
561	0.358193828
562	0.3581542106
563	0.3580465856
564	0.3578739485
565	0.3577689714
566	0.3576650864
567	0.357616339
568	0.3575725813
569	0.3574818248
570	0.3573816264
571	0.3573208249
572	0.3573010718
573	0.3572586624
574	0.3570516078
575	0.3569420846
576	0.3568804029
577	0.3568195378
578	0.3567823967
579	0.3566667612
580	0.3566160014
581	0.3565120614
582	0.3564562057
583	0.3563995879
584	0.3563146585
585	0.3562605958
586	0.3561830673
587	0.3561422262
588	0.3560657364
589	0.3560264393
590	0.3559316896
591	0.3558190063
592	0.3557197449
593	0.3556106893
594	0.3554881236
595	0.3553894162
596	0.3552545837
597	0.35519978
598	0.3551613051
599	0.3551240178
600	0.3550566261
601	0.3549582723
602	0.3548291883
603	0.3547397487
604	0.3546622515
605	0.3545648059
606	0.3544640557
607	0.354427814
608	0.3543641479
609	0.3541929361
610	0.3541291376
611	0.3540261333
612	0.3539930608
613	0.3539033444
614	0.3538121974
615	0.3536805286
616	0.3535761521
617	0.3534915805
618	0.3534262089
619	0.3532830762
620	0.3532188463
621	0.3531846112
622	0.3531498947
623	0.3530983923
624	0.3530140135
625	0.3529824299
626	0.3529131498
627	0.3528806206
628	0.3527332065
629	0.3526170533
630	0.3525796265
631	0.3524758256
632	0.3523867696
633	0.3523591494
634	0.3523139473
635	0.3522332014
636	0.3520454826
637	0.3519588738
638	0.3519102878
639	0.3518069526
640	0.3517524517
641	0.3516958047
642	0.3515541186
643	0.3514771417
644	0.3513922951
645	0.3513631018
646	0.3512979486
647	0.3512348037
648	0.3511448397
649	0.3509498918
650	0.3508500219
651	0.3507472428
652	0.3507175814
653	0.3505388625
654	0.3505100555
655	0.3504145601
656	0.3502278145
657	0.3500574042
658	0.3500070038
659	0.3499012772
660	0.3498424297
661	0.3497683399
662	0.3495935843
663	0.3494526957
664	0.3493561307
665	0.3493260258
666	0.3492138306
667	0.349168326
668	0.3491084633
669	0.349035117
670	0.3489134273
671	0.3488242889
672	0.3487248348
673	0.3486398779
674	0.3486022968
675	0.348559325
676	0.3483803653
677	0.3483510101
678	0.3482592049
679	0.3481851944
680	0.3480304348
681	0.3479276796
682	0.3478551872
683	0.3477760904
684	0.3476961377
685	0.3475753619
686	0.3474394531
687	0.3473084414
688	0.3471636225
689	0.34713106
690	0.3469459567
691	0.3469170606
692	0.3468005479
693	0.3467190575
694	0.3466608715
695	0.3465340982
696	0.3464518378
697	0.3463759049
698	0.3462773041
699	0.3462094612
700	0.346127254
701	0.3460182504
702	0.3459461692
703	0.3459201995
704	0.3458669366
705	0.3457799731
706	0.3456171436
707	0.3455014613
708	0.3453379272
709	0.3452251558
710	0.3451685102
711	0.3450999734
712	0.3450320464
713	0.3449812386
714	0.344870751
715	0.3447778432
716	0.3446218091
717	0.3445434226
718	0.344464465
719	0.3443870451
720	0.3442044485
721	0.3440633449
722	0.3439988056
723	0.3439058155
724	0.3438296365
725	0.3437543089
726	0.3436281667
727	0.3435459907
728	0.3434682828
729	0.3434420298
730	0.3432407821
731	0.3430922037
732	0.3429455314
733	0.3428630255
734	0.3427630778
735	0.342737043
736	0.3426179439
737	0.342592874
738	0.342564126
739	0.3424984841
740	0.3424575739
741	0.3423280768
742	0.3422807066
743	0.3422515991
744	0.3421736851
745	0.3420239348
746	0.3419446179
747	0.3418717128
748	0.3418300051
749	0.3418037552
750	0.3416940916
751	0.3416118309
752	0.3415259924
753	0.3415040913
754	0.3414431573
755	0.3413481831
756	0.3412275722
757	0.3411301803
758	0.3410907559
759	0.3409460379
760	0.3408469202
761	0.3408009767
762	0.3407410559
763	0.3406999461
764	0.3406422263
765	0.3405335718
766	0.3404022024
767	0.3402895136
768	0.34020412
769	0.3400990523
770	0.3400369028
771	0.3399735444
772	0.3398142231
773	0.3397458283
774	0.3396640616
775	0.3396045531
776	0.3394713179
777	0.3393720567
778	0.3393059748
779	0.3392186713
780	0.3391545958
781	0.3390775095
782	0.3390102979
783	0.3389478198
784	0.3388128484
785	0.3387540019
786	0.3386461259
787	0.3386235579
788	0.3385202145
789	0.3385000193
790	0.338478553
791	0.3384398439
792	0.3383364561
793	0.3382644074
794	0.3381743073
795	0.3380455261
796	0.3379511066
797	0.3378269766
798	0.3377040979
799	0.3376010678
800	0.3375230185
801	0.3374801277
802	0.3373960027
803	0.3373411426
804	0.3372540157
805	0.3372021835
806	0.3370949968
807	0.3370273968
808	0.3369431586
809	0.3368484092
810	0.3367087349
811	0.3366188938
812	0.3364815283
813	0.336399051
814	0.3363103284
815	0.3362239688
816	0.3360588166
817	0.3360377374
818	0.3358970431
819	0.3358361593
820	0.3356360428
821	0.3355405787
822	0.3354537789
823	0.3353650793
824	0.335263798
825	0.3351608757
826	0.3351125925
827	0.3350582016
828	0.3349967675
829	0.3349314542
830	0.3348356577
831	0.3347551011
832	0.3346979314
833	0.3346078096
834	0.3345844781
835	0.3344292679
836	0.334277737
837	0.3342306904
838	0.3340948656
839	0.334037885
840	0.3339508725
841	0.3337709221
842	0.3337512803
843	0.3336145481
844	0.3335235936
845	0.333440069
846	0.333358417
847	0.3332598625
848	0.3332344968
849	0.3331024947
850	0.333004059
851	0.3329404254
852	0.3329038347
853	0.3328050117
854	0.3327275933
855	0.33263726
856	0.3325631168
857	0.3325127701
858	0.3323856912
859	0.3323367751
860	0.3321995847
861	0.3320941303
862	0.3320744281
863	0.3319860911
864	0.3319601486
865	0.331864901
866	0.331783027
867	0.3316957579
868	0.3315505584
869	0.3314732397
870	0.331460254
871	0.3313901265
872	0.3312984841
873	0.3312376533
874	0.3311542085
875	0.3310274901
876	0.330933864
877	0.3307761379
878	0.3306752521
879	0.3305412705
880	0.3304627243
881	0.3303716409
882	0.3302950766
883	0.3301470182
884	0.3300642364
885	0.3299242317
886	0.3298184208
887	0.3297244955
888	0.3296555506
889	0.3295807763
890	0.3294610995
891	0.3293463717
892	0.3292929124
893	0.3291584377
894	0.3290806892
895	0.3290066048
896	0.3288774122
897	0.3288281645
898	0.3287733089
899	0.3286397128
900	0.3285857344
901	0.3284603627
902	0.3284269358
903	0.3283312219
904	0.3282447519
905	0.328197954
906	0.3281487388
907	0.3280655521
908	0.3279232171
909	0.3278411768
910	0.3277052233
911	0.3276326483
912	0.3275405935
913	0.3274601596
914	0.3273905527
915	0.3273743758
916	0.327327991
917	0.327259541
918	0.3270902362
919	0.3270155141
920	0.3268957321
921	0.3268259619
922	0.3267168483
923	0.3266646288
924	0.3265989289
925	0.3265281147
926	0.3264398015
927	0.3263600445
928	0.326236212
929	0.3261593562
930	0.3260330833
931	0.3259432812
932	0.32587109
933	0.3257365291
934	0.3256990302
935	0.3256626597
936	0.3255744563
937	0.3255052915
938	0.3253512234
939	0.3252804076
940	0.3251785617
941	0.3251165484
942	0.3250308456
943	0.3249382129
944	0.3248612636
945	0.3247700649
946	0.3246747349
947	0.3245587803
948	0.3244698552
949	0.3243373873
950	0.3242121838
951	0.3241401168
952	0.3240434918
953	0.3239323624
954	0.3238491547
955	0.3238250818
956	0.3237690381
957	0.3236093077
958	0.3235752478
959	0.3234239909
960	0.3233576599
961	0.3232493197
962	0.3232051404
963	0.3231046393
964	0.3230484328
965	0.323005349
966	0.3228933739
967	0.3227963667
968	0.3227402133
969	0.3226906097
970	0.3226090349
971	0.3225117528
972	0.3224201075
973	0.3222750682
974	0.322218091
975	0.3221361344
976	0.3220823197
977	0.3219383534
978	0.3218321865
979	0.3217074184
980	0.3216388381
981	0.3215722058
982	0.3214366772
983	0.3213735078
984	0.3213471067
985	0.3212872805
986	0.3212054617
987	0.3211604797
988	0.3210743402
989	0.3209861938
990	0.3209411295
991	0.3208355439
992	0.3207525713
993	0.3207044823
994	0.3205773805
995	0.3205657172
996	0.3205175128
997	0.3204930822
998	0.3204179763
999	0.3203590166
81
